1,20,8
2,14,8
3,12,6
4,22,2
5,27,2
6,41,2
7,26,8
8,37,8
9,51,6
10,61,2
11,72,6
12,53,2
13,80,2
14,77,6
15,90,4
16,89,6
17,102,6
18,112,6
19,109,6
20,106,2
21,19,6
22,4,8
23,18,8
24,1,2
25,47,4
26,35,4
27,32,6
28,38,6
29,55,8
30,57,4
31,67,2
32,69,2
33,74,8
34,75,2
35,73,4
36,86,6
37,103,2
38,99,6
39,97,4
40,111,2
41,24,8
42,9,2
43,11,4
44,10,2
45,40,6
46,31,2
47,45,4
48,30,2
49,49,2
50,62,8
51,66,4
52,54,6
53,93,8
54,78,4
55,92,6
56,81,8
57,98,4
58,110,6
59,116,2
60,120,8
61,5,2
62,17,4
63,7,8
64,13,4
65,43,8
66,28,4
67,25,4
68,44,2
69,64,6
70,71,4
71,70,4
72,65,6
73,88,2
74,91,4
75,79,8
76,95,6
77,118,2
78,100,2
79,107,2
80,117,2
81,2,4
82,8,6
83,16,6
84,3,6
85,29,2
86,48,6
87,34,2
88,42,2
89,68,2
90,56,2
91,52,2
92,60,2
93,76,4
94,85,4
95,84,2
96,82,4
97,104,8
98,115,6
99,105,6
100,101,2
101,6,2
102,21,2
103,15,8
104,23,6
105,33,6
106,39,4
107,36,2
108,46,6
109,63,8
110,59,2
111,58,4
112,50,4
113,94,2
114,87,6
115,83,4
116,96,8
117,114,4
118,108,6
119,113,2
120,119,4
