1,3,4
2,7,8
3,5,8
4,6,4
5,26,8
6,29,8
7,46,6
8,39,8
9,64,8
10,72,6
11,50,6
12,60,6
13,90,2
14,74,4
15,80,6
16,83,6
17,119,4
18,114,8
19,120,8
20,116,8
21,10,4
22,18,6
23,20,8
24,9,8
25,35,6
26,41,2
27,33,6
28,42,2
29,55,4
30,71,6
31,49,8
32,63,8
33,81,4
34,91,8
35,85,4
36,84,8
37,118,8
38,104,8
39,106,4
40,115,4
41,22,2
42,19,8
43,4,8
44,23,8
45,43,6
46,36,6
47,32,2
48,48,8
49,65,4
50,52,2
51,59,8
52,51,8
53,88,8
54,89,4
55,95,6
56,94,6
57,112,2
58,105,4
59,110,4
60,98,6
61,14,4
62,13,8
63,24,8
64,2,4
65,45,4
66,27,6
67,34,8
68,44,6
69,70,6
70,61,4
71,62,4
72,54,6
73,96,8
74,73,6
75,86,2
76,77,6
77,107,4
78,113,4
79,117,2
80,103,8
81,1,4
82,11,2
83,8,4
84,21,4
85,30,6
86,47,6
87,28,4
88,40,4
89,57,6
90,69,6
91,67,8
92,56,6
93,78,4
94,82,8
95,92,2
96,87,2
97,99,2
98,109,2
99,102,4
100,97,4
101,16,2
102,15,6
103,17,2
104,12,2
105,38,6
106,37,8
107,31,8
108,25,6
109,68,8
110,53,6
111,58,6
112,66,4
113,76,4
114,75,4
115,93,2
116,79,8
117,111,2
118,100,4
119,108,8
120,101,4
