1,4,2
2,19,6
3,12,8
4,3,6
5,41,2
6,38,4
7,47,4
8,42,8
9,54,2
10,56,8
11,72,6
12,69,4
13,93,2
14,81,4
15,77,4
16,75,2
17,103,6
18,111,2
19,114,4
20,104,6
21,21,4
22,18,4
23,8,6
24,22,4
25,25,8
26,27,8
27,32,6
28,34,4
29,63,6
30,51,2
31,65,8
32,49,8
33,85,8
34,91,4
35,76,6
36,84,2
37,118,4
38,100,4
39,107,2
40,102,2
41,1,4
42,10,2
43,16,6
44,23,4
45,31,6
46,44,6
47,28,6
48,48,2
49,61,2
50,52,4
51,50,6
52,68,6
53,79,4
54,82,8
55,87,6
56,78,8
57,120,6
58,97,4
59,113,2
60,108,6
61,14,8
62,7,4
63,17,2
64,5,4
65,29,2
66,33,4
67,39,4
68,37,6
69,64,4
70,60,8
71,71,6
72,67,8
73,96,6
74,86,8
75,90,2
76,83,6
77,117,4
78,109,6
79,116,6
80,101,2
81,9,4
82,15,2
83,6,6
84,11,8
85,40,4
86,43,8
87,35,6
88,36,2
89,66,6
90,55,4
91,62,8
92,53,2
93,80,4
94,88,4
95,74,4
96,73,8
97,98,4
98,106,8
99,115,4
100,110,2
101,2,2
102,13,6
103,24,4
104,20,2
105,26,4
106,46,6
107,30,2
108,45,6
109,70,2
110,59,8
111,58,4
112,57,8
113,95,2
114,92,4
115,89,2
116,94,6
117,105,6
118,99,6
119,112,4
120,119,6
